FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,RateDOUBLE,SingleExemp,ChildExemp
Jochen,Lieshout,316,169-1721,PARKER,KS,66072,S,N,53000,6.45,2250,0
Hidehito,Gazzotti,203,184-1474,HARTFORD,CT,6104,M,Y,61500,5,0,0
Jock,Strandh,970,124-2086,SEDGWICK,CO,80749,M,N,3000,4.63,0,0
Asa,Shmueli,808,177-1253,HAWI,HI,96719,S,N,59000,8.25,1040,0
Jiajie,Brost,262,127-1843,DUNBAR,WI,54119,M,Y,90000,6.010166,0,400
Georgios,Burstall,302,111-1581,DELAWARE CITY,DE,19706,M,Y,14500,2.8477273,0,110
Balkrishna,Magenheimer,270,107-1163,GRAHN,KY,41142,M,N,79000,6,0,0
Lin,Smotherman,303,191-1159,WESTCLIFFE,CO,81252,M,Y,27500,4.63,0,0
Zhiguo,Crooks,919,152-1496,EDEN,NC,27289,S,Y,48000,6.7395105,3300,3300
Kellyn,Manjunath,210,148-1977,EL PASO,TX,79925,S,Y,43500,0,0,0
Darin,Bofill,701,177-1931,ANTLER,ND,58711,S,Y,57000,2.4164684,3300,3300
Candy,Katiyar,870,114-1966,ELIZABETH,AR,72531,M,N,45500,7,0,0
Winston,Beninger,434,190-1217,CHARLOTTESVILLE,VA,22902,S,N,62500,5.75,900,0
Beshir,Zodik,706,102-1446,CARLTON,GA,30627,S,N,40500,6,2700,0
Tomyyuki,Thomassen,980,142-1240,KNIGHTDALE,NC,27545,S,Y,97500,7.777972,3300,3300
Ion,Pusterhofer,612,136-1302,MADISON LAKE,MN-typoCT,55732,M,N,81000,7.85,0,0
Piyu,Darbha,414,188-1710,LA VETA,WI-typoNV,53923,M,N,84500,5.914603,0,0
Krishnaprasad,Banning,541,125-1479,FIELDS,OR,97710,S,Y,21500,9,159,159
Ilsoo,Senouci,603,147-1858,NASHUA-typoLA VETA,IA,3061,M,Y,99500,0,0,0
Gerold,Llewellyn,520,142-1260,SCOTTSDALE,AZ,85254,S,Y,98000,4.234,2100,2300
Naima,Messina,334,168-1342,HELENA-typoHARTMAN,CT,35080,M,N,65000,5,0,0
Radomir,Trommer,704,170-1435,ROCKY MOUNT,NC,27801,M,Y,74000,7.284965,0,3300
Haripriyan,Getov,479,156-2095,COLUMBUS,AR,71831,M,Y,24000,5.9243455,0,20
Xiaoyong,Garnham,808,140-1013,CAMP H M SMITH,HI,96861,M,Y,93500,8.25,0,1040
Motoshi,Banagl,907,172-1986,ESTER,AK,99725,S,Y,69500,0,0,0
Jongsuk,Impagliazzo,336,128-1178,BETHANIA,NC,27010,M,N,68500,7.1695805,0,0
Imtiaz,Stetina,808,160-1466,HANAPEPE,HI,96716,M,N,5500,2.030921,0,0
Amotz,Atluri,701,150-1062,NIAGARA,ND,58266,S,Y,6000,2.1,3300,3300
Natalie,Socolovsky,843,182-1841,DAUFUSKIE ISLAND,SC,29915,S,Y,6500,4.2203307,3300,3300
Zhaohui,Mille,260,152-1143,GRIFFIN,IN,47616,M,N,20500,3.4,0,0
Aija,Arthur,614,147-1591,CLIFTON,OH,45316,M,N,50500,2.2223668,0,0
Youpyo,Gurbaxani,217,175-1875,ARENZVILLE,IL,62611,M,N,64500,3,0,0
Fikret,Gutman,201,192-1010,NEW BRUNSWICK,NJ,8901,S,Y,69500,2.1806562,1000,1500
Tetsuzo,Geertgens,989,195-1422,SIX LAKES,MI,48886,M,Y,32500,3.9,0,3100
Mamdouh,Rapp,269,103-1450,CARO,MI,48723,S,Y,10000,3.9,3100,3100
Anisoara,Kikuchi,520,128-1768,TUCSON,AZ,85750,S,Y,51000,3.5054998,2100,2300
Shui,Nacsa,919,161-1399,LUMBER BRIDGE,NC,28357,S,Y,40000,6.571678,3300,3300
Tokunbo,Nadin,814,142-1156,PLAINFIELD,PA,17081,M,N,6000,3.07,0,0
Ilana,Berbec,504,194-2044,WEST MONROE-typoMADISON LAKE,WV,71292,M,Y,73500,6,0,1000
Heidrun,Henson,860,140-1897,NIANTIC,CT,6357,M,N,15000,5,0,0
Rasikan,Hohenstein,202,139-1095,WASHINGTON-typoNORTH FORT MYERS,IA,20340,M,Y,21000,6.9750004,0,1370
Guoliang,Angeline,224,107-1184,HOMER GLEN,IL,60491,M,N,70000,3,0,0
Takayoshi,Deyuan,678,151-1060,ALPHARETTA,GA,30004,S,N,55500,6,2700,0
Donghoon,Siems,505,147-1513,MESILLA,NM,88046,S,N,62000,5.3,3300,0
Tefko,Ermakov,843,193-1800,FINGERVILLE,SC,29338,M,N,7500,4.658074,0,0
Katsuo,Vollamr,203,173-1520,HARTFORD,CT,6120,M,N,13500,5,0,0
Sangiv,Nishizaki,504,198-2087,STARKS,LA,70661,M,N,20500,4.56,0,0
Eneko,Telichevesky,251,175-1021,CULLMAN,AL,35058,M,Y,55000,5,0,300
Shakhar,Candy,843,194-1846,CADES,SC,29518,S,N,84500,7,3300,0
Giao,Feurzeig,414,111-1807,LARSEN,WI,54947,S,N,74000,5.7321644,700,0
Anatole,Bercovich,605,160-1129,ARLINGTON,SD,57212,M,Y,68000,0,0,0
Oddvar,Simon,702,120-1949,NORTH LAS VEGAS,NV,89036,S,Y,28000,0,0,0
Chandana,Galand,939,157-1403,MADISON LAKE,GA,908,M,Y,29500,0,0,0
Lois,Cantwell,505,192-1215,MAGDALENA,NM,87825,S,N,71000,5.3,3300,0
Chengchang,Ruohonen,417,173-1573,NEELYVILLE,MO,63954,S,Y,45500,6,2100,1200
Steffan,McCarl,302,146-1645,YORKLYN,DE,19736,S,N,14500,2.8477273,110,0
Jarl,Schwederski,480,108-1622,TUCSON,AZ,85707,M,N,51500,3.5132499,0,0
Zohra,Eugenio,701,169-1005,EDMORE,ND,58330,M,Y,15500,2.1,0,3300
Piraye,Dostal,412,173-1806,PORT ROYAL,PA,17082,M,Y,66500,3.07,0,0
Takatoshi,Parberry,715,145-1877,TREMPEALEAU-typoMADISON LAKE,NV,54661,M,Y,50000,5.3151608,0,400
Krasimir,Smagt,208,192-1192,HOWE,ID,83244,M,Y,19500,6.806456,0,3300
Leelanivas,Zwicker,203,135-1771,OLD GREENWICH,CT,6870,S,N,76000,5,12750,0
Tyrone,Wellman,715,154-1001,TIGERTON,WI,54486,M,Y,61500,5.514975,0,400
Marjan,Fullerton,801,161-1103,SALT LAKE CITY,UT,84108,S,Y,40500,7,2475,2475
Shingo,Cockrell,719,149-2080,PAOLI,CO,80746,S,Y,52500,4.63,0,0
Len,Dami,732,127-1367,TRENTON,NJ,8625,S,Y,43500,1.7706146,1000,1500
Horia,Haining,202,128-1252,WASHINGTON,DC,20045,M,Y,8000,4.5,0,1370
Nahla,Weinreich,812,158-2037,CRAWFORDSVILLE,IN,47936,S,Y,97000,3.4,1000,1000
Adele,Urbano,808,197-1582,MAKAWAO,HI,96768,S,Y,97500,8.25,1040,1040
Gongxian,Kendall,907,111-1747,ANCHORAGE,AK,99529,S,N,89000,0,0,0
Lubomir,Halpenny,907,100-1107,ANCHORAGE,AK,99695,M,N,6500,0,0,0
Ferdi,Dunlop,612,126-2069,TAOPI-typoHARTMAN,MN-typoCT,55977,S,Y,73500,7.85,3300,3300
Riccardo,Collavizza,505,171-1555,THOREAU,NM,87323,M,N,32000,5.3,0,0
Vassilka,Kajihara,915,145-1313,SAN MARCOS,TX,78667,M,N,32500,0,0,0
Zuo,Ljubodraga,251,188-1993,ROBERTSDALE,AL,36567,M,N,51500,5,0,0
Nobuhiko,Furman,706,166-1415,MC RAE,GA,31055,M,N,98500,6,0,0
Gianna,Motwani,260,105-1969,MONROE CITY,IN,47557,M,Y,43500,3.4,0,1000
Kepa,Krichel,307,179-1627,MEDICINE BOW,WY,82329,M,Y,20000,0,0,0
Soumen,Sakagami,701,119-1844,BOWDON,ND,58418,S,Y,98000,2.8917506,3300,3300
Iztok,Koldinger,757,173-2029,RHOADESVILLE,VA,22542,M,N,16500,5.6160717,0,0
Fenia,Amy,612,119-2045,HENNING,MN,56551,M,N,22500,5.45619,0,0
Wijnand,Gradek,336,143-1872,HOLLISTER,NC,27844,M,N,33000,6.424825,0,0
Landy,Herbelin,401,128-1341,SHANNOCK-typoLA VETA,IA,2875,S,N,11000,0,0,0
Lucas,Clarysse,801,152-1211,WEST JORDAN,UT,84081,M,N,95500,7,0,0
Thoms,Dasarathy,501,188-1415,ALEXANDER,AR,72002,M,Y,38500,7,0,20
Lorin,Maelbrancke,615,107-2024,ARNOLD AFB,TN,37389,S,Y,39500,0,0,0
Hidetaka,Dilger,985,158-1734,SIEPER,LA,71472,S,N,68000,6,4500,0
Jamaludin,Meyrowitz,701,193-1625,OBERON,ND,58357,M,N,71500,2.5845559,0,0
Tjahjadi,Lovett,907,181-1804,RUSSIAN MISSION,AK,99657,M,N,26500,0,0,0
Shreeram,Aybay,208,112-1635,COOLIN,ID,83821,M,Y,63500,7.8,0,3300
Xinfeng,O'Boyle,317,139-2049,FORT WAYNE,IN,46864,S,Y,75000,3.4,1000,1000
Ioana,Pierer,702,123-1811,LA VETA,CT,89022,M,N,86500,0,0,0
Idit,Klugerman,302,160-1987,WILMINGTON,DE,19810,M,Y,67000,5.95,0,110
Silvio,Iyengar,320,104-1219,BIG LAKE,MN,55309,M,Y,20000,5.35,0,3300
Yousri,Knottenbelt,406,181-1309,BOZEMAN,MT,59718,S,Y,65000,6.9,1900,1900
Wilfred,Hamalainen,240,108-1605,RIDGELY,MD,21681,M,Y,49500,4.75,0,2400
Filiberto,Csuros,301,177-1334,LANHAM-typoNORTH FORT MYERS,WV,20703,M,Y,6000,4.75,0,2400
Millist,Ang,939,158-1483,PENUELAS,PR,624,S,N,92000,0,0,0
Helen,Bonfils,540,171-1104,BUENA VISTA,VA,24416,M,N,17000,5.75,0,0
Roslyn,Kogge,701,159-1008,ABSARAKA,ND,58002,S,Y,53500,2.3758955,3300,3300
Wamberto,Yaku,701,151-1430,ALAMO,ND,58830,M,Y,43000,2.2541769,0,3300
Frode,Davisson,503,168-1162,GRANTS PASS,OR,97527,S,N,71500,9,159,0
Erika,Schmerl,908,125-1282,PATERSON,NJ,7501,M,N,52000,1.9046667,0,0
Donny,Massalin,503,123-2041,SPRINGFIELD,OR,97475,S,Y,93500,9,159,159
Guntis,Terwijn,225,152-1528,NEW ORLEANS,LA,70148,S,Y,2000,2,4500,1000
Sarantos,Appelfeller,603,138-1997,OSSIPEE,NH,3864,S,N,87000,0,0,0
Alfons,Covan,216,104-2026,HOWARD,OH,43028,M,Y,31000,1.5750668,0,1300
Kalique,Salman,435,123-2018,PROVIDENCE,UT,84332,M,Y,71500,7,0,2475
Yuping,Berglund,603,194-1802,NEWPORT,NH,3773,M,N,98500,0,0,0
Hongwei,Brodal,304,100-1579,LETART,WV,25253,M,N,7500,3,0,0
Saewoong,Ravn,864,180-1072,BEAUFORT,SC,29901,M,N,30000,7,0,0
Zeng,Fouss,970,182-1422,CRAIG,CO,81626,M,Y,1000,4.63,0,0
Weigang,Schoenig,503,119-1273,MITCHELL,OR,97750,S,N,2000,5,159,0
Saeeiab,Legat,386,144-1597,VERO BEACH,FL,32966,M,N,26000,0,0,0
Shensheng,Zivojnovic,563,166-1334,HENDERSON,IA,51541,M,N,31000,4.94981,0,0
Cyrano,Stroet,307,145-1363,LA BARGE-typoMADISON LAKE,CT,83123,S,Y,2000,0,0,0
Prabhav,Hossley,843,105-1521,GREENVILLE,SC,29612,S,N,43000,7,3300,0
Motoshi,Oizhong,701,100-1321,DICKINSON,ND,58602,S,Y,20500,2.1,3300,3300
Aida,McCallien,202,131-1248,WASHINGTON,DC,20573,S,N,54000,9,1370,0
Wenjin,Bhal,339,141-1644,WINCHESTER-typoALMONT,WV,1890,M,Y,26500,5.3,0,1000
Jaynarayan,Zumaque,863,184-1554,SALEM,FL,32356,M,N,9500,0,0,0
Emran,Tetzlaff,802,118-1362,MONTPELIER,VT,5601,S,Y,15500,3.6,3300,3300
Vimal,Korupolu,505,189-1598,BUENA VISTA,NM,87712,S,N,49500,5.3,3300,0
Luquan,Cleave,480,173-1488,SAN TAN VALLEY,AZ,85140,S,N,74500,3.86975,2100,0
Pengyuan,Templeman,208,132-1503,NORDMAN,ID,83848,S,Y,88000,7.8,3300,3300
