FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,RateDOUBLE,SingleExemp,ChildExemp
Yatsutaka,Mikelsons,856,122-1924,CLIFTON,NJ,7014,M,Y,86000,2.440875,0,1500
Hilmar,Squires,714,117-1753,CAMARILLO,CA,93010,S,N,13000,2.5772314,87,0
Jiahua,Rahmat,501,110-1402,HASTY,AR,72640,M,N,21000,5.2072425,0,0
Boi,Mihalisin,478,169-1793,DECATUR,GA,30033,S,Y,22500,6,2700,3000
Doub,Anderaa,318,117-1168,KENTWOOD-typoALMONT,GA,70444,S,N,86000,6,4500,0
Aki,Strauss,304,178-1366,RAVENCLIFF,WV,25913,M,N,15500,3.385,0,0
Despina,Cao,302,117-1606,NEWARK-typoNORTH FORT MYERS,CT,19711,M,Y,79500,5.95,0,110
Ladjel,Sinderen,949,119-1876,HEBER,CA,92249,S,N,63000,9.3,87,0
Manibrata,Quiroz,979,124-1300,HOUSTON,TX,77038,S,Y,46500,0,0,0
Arvin,Hegron,906,176-1348,MEARS,MI,49436,M,Y,47500,3.9,0,3100
Pierangela,Fontan,256,184-1243,MOBILE,AL,36609,S,N,42000,5,1500,0
Vera,Morillo,312,139-1965,SAINT DAVID,IL,61563,M,N,90000,3,0,0
Prasenjit,Magniez,605,137-1695,TOLSTOY,SD,57475,M,Y,8000,0,0,0
Orin,Hernan,603,104-1549,NEWMARKET,NH,3857,S,N,7000,0,0,0
Mimi,Suzaki,216,194-1019,CINCINNATI,OH,45224,S,Y,2000,0.712,1300,1300
Debashis,Asuru,231,199-1780,PALO,MI,48870,S,Y,52000,3.9,3100,3100
Enid,Cesarini,401,146-1632,HARTMAN,WV,2919,M,N,89500,0,0,0
Osnat,Lampe,808,114-1231,LAHAINA,HI,96767,S,N,75500,8.25,1040,0
Heribert,Tolle,402,134-1180,WOOD LAKE,NE,69221,S,Y,70000,6.84,103,103
Ruven,Kogge,229,102-1058,HINESVILLE,GA,31313,S,N,500,1,2700,0
Hachemi,Gavoille,520,113-1404,THATCHER,AZ,85552,S,N,23000,3.0714998,2100,0
Mira,Calbrix,208,107-1348,BOISE,ID,83722,S,N,74500,7.8,3300,0
Giannis,Josifovski,740,166-1495,NORTH FAIRFIELD,OH,44855,M,Y,48500,2.155977,0,1300
Peiyti,Rahmat,802,110-1525,WAITSFIELD,VT,5673,S,Y,56000,4.1192713,3300,3300
Kutluhan,Episkopou,843,142-1417,CAMERON,SC,29030,M,Y,38000,7,0,3300
Margret,Vincente,503,157-1616,COLTON,OR,97017,S,N,24000,9,159,0
Kokou,Boxall,971,112-1990,HUBBARD,OR,97032,S,Y,89500,9,159,159
Cullen,Poupard,971,112-1500,JAMIESON,OR,97909,S,N,70000,9,159,0
Shirlei,Tickle,860,180-1919,NORTH FORT MYERS,CT-typoNV,6922,S,N,46000,5,12750,0
Nora,Struble,856,150-1150,TRENTON,NJ,8619,S,N,7000,1.4,1000,0
Carles,Toint,302,146-1408,WILMINGTON,DE,19893,M,Y,20000,3.2227273,0,110
Hongyuan,Powley,478,199-1063,ANDERSONVILLE,GA,31711,M,Y,78500,6,0,3000
Valentine,Haberman,443,161-1791,RIDGELY,MD,21687,S,Y,97000,4.75,2400,2400
Sujoy,Jungen,662,179-1136,NATCHEZ,MS,39120,M,Y,88000,5,0,1500
Jefferson,Crames,757,129-1743,HAMPTON,VA,23661,S,Y,50500,5.75,900,900
Florentino,Rahmeh,310,118-1780,CAMPTONVILLE,CA,95922,S,N,22500,4.8199644,87,0
Takehiko,Wursthorn,864,160-2084,EFFINGHAM,SC,29541,S,N,42000,7,3300,0
Hellis,Genssler,774,129-1487,PALMER,MA,1069,M,Y,54000,5.3,0,1000
Etienne,Heuser,701,132-1679,ZEELAND,ND,58581,M,N,91500,2.816401,0,0
Debby,Tsunakawa,208,148-1049,POCATELLO,ID,83206,S,Y,39500,7.8,3300,3300
Nadia,Knapik,712,179-1761,FRUITLAND,IA,52749,S,Y,51000,8.037368,40,40
Klara,Bourbakis,808,135-1451,HONOLULU,HI,96825,S,Y,81500,8.25,1040,1040
Aliasghar,Plump,941,119-1095,NAPLES,FL,34117,S,Y,45500,0,0,0
Roded,Postmus,478,155-1725,WOODBINE,GA,31569,M,Y,9500,6,0,3000
Lalgudi,Nagahisa,304,131-1895,CLEAR FORK,WV,24822,M,Y,84000,6.5,0,2000
Dentcho,Schwaller,907,135-1166,CIRCLE,AK,99733,S,N,87000,0,0,0
Eyal,Veretennikov,307,157-1424,PARKMAN,WY,82838,S,Y,69500,0,0,0
Dolores,Stepanov,406,155-2013,BAKER,MT,59313,S,Y,58000,6.9,1900,1900
Toyohiko,Beguin,912,179-1286,MITCHELL,GA,30820,S,Y,69500,6,2700,3000
Jeanleah,Reinhart,574,119-1120,VALPARAISO,IN,46384,S,N,8000,3.4,1000,0
Ehsan,Ruamviboonsuk,208,180-1935,KETCHUM,ID,83340,M,N,52500,7.8,0,0
Shekhar,Sorgatz,802,112-1048,CAMBRIDGEPORT,VT,5141,S,Y,5000,3.6,3300,3300
Maryalice,Andernach,620,156-1346,ONEIDA,KS,66522,S,N,73000,6.45,2250,0
Qiming,Baskin,563,113-1170,ZWINGLE,IA,52079,S,Y,78500,8.98,40,40
Silvia,Sueyoshi,973,157-1443,BELLMAWR,NJ,8099,S,N,92500,2.5433855,1000,0
Jiakeng,Ayoubi,939,167-1138,LAS PIEDRAS,PR,771,S,Y,11500,0,0,0
Carme,Brlek,302,155-1113,WILMINGTON,DE,19891,M,Y,52500,5.4386363,0,110
Mallory,Pietrzak,865,106-1310,OLD FORT-typoLA VETA,TN-typoCT,37362,S,N,37500,0,0,0
Jorge,Gerling,775,142-1432,RENO,NV,89508,S,N,39500,0,0,0
Xuequn,Supornpaibul,480,160-1947,KINGMAN,AZ,86401,M,N,20500,3.03275,0,0
Theodore,Bahl,605,134-1784,DOLAND,SD,57436,M,N,3000,0,0,0
Handong,Vajtersic,307,140-1589,ALVA,WY,82711,S,Y,93500,0,0,0
Florentin,Shokrollahi,508,124-1445,WENHAM,MA,1984,S,Y,28500,5.3,3575,1000
Daron,Haase,304,128-1805,ORMA,WV,25268,M,N,23000,3.9099998,0,0
Umesh,Plessier,860,179-1077,COLCHESTER,CT,6415,S,Y,81500,5,12750,0
Yasusuke,Nooteboom,971,129-1035,NORTH FORT MYERS,OR-typoIA,97027,M,Y,6500,8.948718,0,159
Arra,Fuchi,304,181-1507,COOL RIDGE,WV,25825,S,Y,71000,6.5,2000,2000
Swamy,Priest,308,124-1055,DU BOIS,NE,68345,S,Y,97500,6.84,103,103
Dong,Ahanger,701,108-1903,GRAND FORKS,ND,58206,M,N,61500,2.4686334,0,0
Vangelis,Zamboni,803,161-1106,NINETY SIX,SC,29666,M,Y,94500,7,0,3300
Takayuki,Coluccini,434,194-1779,BLUE GRASS,VA,24413,S,N,99500,5.75,900,0
Ambuj,Thornley,443,171-1150,GREENSBORO,MD,21639,S,Y,21500,4.75,2400,2400
Afke,Sciarra,567,126-1704,MEDWAY,OH,45341,S,N,50000,2.2057693,1300,0
Sujatha,Smolensky,845,127-1500,BRONX,NY,10469,S,N,61000,4.307012,0,0
Baosheng,Waligora,860,154-2020,HARTFORD,CT,6143,S,Y,22500,5,12750,0
Chi,Vinter,253,118-1599,GRANGER,WA,98932,S,N,83500,0,0,0
Albrect,Culpepper,769,168-1724,HATTIESBURG,MS,39404,M,Y,41000,5,0,1500
Hongbing,Gubitoso,706,115-1717,SHADY DALE,GA,31085,M,N,77000,6,0,0
Kenji,Petrovic,716,149-1560,WILLIAMSTOWN,NY,13493,M,Y,55000,4.272256,0,1000
Mitchell,Promhouse,601,186-1329,BILOXI,MS,39535,M,Y,41500,5,0,1500
Rodolphe,Deffuant,989,117-1504,FLINT,MI,48531,S,Y,34500,3.9,3100,3100
Yixin,Ziavras,208,108-1960,HANSEN,ID,83334,S,Y,37500,7.8,3300,3300
Naotake,Sifakis,843,118-1062,FLORENCE,SC,29501,M,N,74000,7,0,0
Belarmino,Milosavljevic,727,136-1090,SAINT CLOUD,FL,34773,M,N,13500,0,0,0
Basem,Loewenstern,434,189-1698,VIRGINIA BEACH,VA,23458,M,Y,49500,5.75,0,900
Lucio,Tolva,952,147-1524,AUDUBON,MN,56511,M,N,42000,6.496745,0,0
Margrit,Clamen,614,134-1546,FELICITY,OH,45120,M,N,59000,2.5045233,0,0
Catherina,Raamot,234,191-1220,DAYTON,OH,45415,M,N,55000,2.3717437,0,0
Theirry,Brock,601,185-1501,SEBASTOPOL,MS,39359,M,Y,5000,3,0,1500
Chihong,Duwairi,248,169-1021,BIG BAY,MI,49808,S,N,80000,3.9,3100,0
Hannes,Biryukow,219,198-1049,FORT WAYNE,IN,46856,S,N,83500,3.4,1000,0
Jayanta,Krackhardt,256,158-1395,ATMORE,AL,36503,M,Y,10500,5,0,300
Ashish,Dengi,251,161-1231,HUNTSVILLE,AL,35813,M,Y,74500,5,0,300
Marius,Esbelin,541,113-1356,GLIDE,OR,97443,S,N,100000,9,159,0
Siau,Hasenauer,802,160-1929,GROTON,VT,5046,M,Y,22500,3.6,0,3300
Amal,Kottmann,908,126-1869,CEDAR BROOK,NJ,8018,S,Y,31000,1.5734792,1000,1500
Yizhi,Wahab,612,112-1414,MADISON LAKE,CT,55952,S,N,46500,6.7368727,3300,0
Bram,Vietze,601,198-2093,NORTH FORT MYERS,MI,38966,M,N,69000,5,0,0
Adegbemiga,Klutke,802,106-2026,MONTPELIER,VT,5604,S,Y,50500,4.0098467,3300,3300
Srilata,Simula,347,166-1901,NEW YORK,NY,10007,M,Y,72500,4.373628,0,1000
Juan,McCrossin,225,113-1898,WINNFIELD,LA,71483,M,N,82500,6,0,0
Sadahiro,Udding,314,115-1731,MADISON LAKE,IA,63839,S,N,4000,3.1875,2100,0
Jinglie,Opdahl,770,176-1271,BELLVILLE,GA,30414,S,N,50000,6,2700,0
Gotz,Brownfield,704,178-1594,ROSE HILL-typoNORTH FORT MYERS,WV,28458,S,N,59500,6.980769,3300,0
Ranjeev,Kirani,954,162-1120,NEW PORT RICHEY,FL,34654,S,Y,74000,0,0,0
Shigekazu,Bollman,217,163-1020,BATAVIA,IL,60510,S,N,68500,3,2000,0
Shelly,Slaats,802,139-1548,SUTTON,VT,5867,S,Y,93500,4.8653517,3300,3300
Marney,Goffman,802,186-1573,VERSHIRE,VT,5079,S,N,88500,4.765874,3300,0
Arun,Presttun,740,129-1233,AKRON,OH,44322,S,Y,5500,0.72859746,1300,1300
Kasi,Tank,913,128-1364,DURHAM,KS,67438,S,Y,72500,6.45,2250,2250
Vijayaraghavan,Hardaway,508,152-1743,GRAFTON,MA,1519,S,Y,20500,5.3,3575,1000
Jorjeta,Dniestrowski,201,121-2053,POMONA,NJ,8240,S,N,60000,2.0308332,1000,0
Dragos,Aitken,947,188-1434,ALPENA,MI,49707,S,N,20500,3.9,3100,0
Jaishankar,Tagle,878,138-1059,ERIE,PA,16522,M,N,12000,3.07,0,0
Roldolf,Thornley,207,143-1945,MILFORD,ME,4461,S,N,13000,6.0091243,2850,0
Alden,Pollermann,601,109-1026,VANCLEAVE,MS,39565,M,N,91500,5,0,0
Hian,Araki,808,172-1999,HONOLULU,HI,96822,M,N,29500,6.357237,0,0
Gadiel,Lieblein,803,174-1576,YEMASSEE,SC,29945,M,N,65500,7,0,0
Gautam,Ylonen,857,107-1663,NORTH ADAMS,MA,1247,S,N,75500,5.3,3575,0
Darice,Pruthi,907,179-1680,SHISHMAREF,AK,99772,M,N,61500,0,0,0
Somasundaram,Hancart,860,165-1658,REDDING CENTER,CT,6875,M,N,11000,5,0,0
Sulamita,Bellotti,307,151-1989,NORTH FORT MYERS,GA,82414,S,Y,24500,0,0,0
Divyakant,Terplan,765,136-2075,HARTMAN,IN-typoNV,47865,S,N,24000,3.4,1000,0
Adhemar,Bahi,662,138-1687,WOODVILLE,MS,39669,S,Y,63000,5,6000,1500
Piyawadee,Kruyt,978,145-1604,BONDSVILLE,MA,1009,S,Y,43000,5.3,3575,1000
Lijia,Diz,614,108-1802,DAYTON,OH,45406,M,Y,61000,2.5709128,0,1300
Vale,Luchangco,401,191-1441,CUMBERLAND,RI,2864,M,Y,19500,0,0,0
Antonino,Rabehasaina,440,187-1314,SANDUSKY,OH,44871,S,Y,66000,2.7368875,1300,1300
Gayle,Plaxton,206,165-1728,TOUTLE,WA,98649,M,Y,26000,0,0,0
Hamed,Lotkin,646,178-1092,LOCKPORT-typoNORTH FORT MYERS,NY-typoGA,14094,M,Y,85000,4.4460363,0,1000
Maurice,Iino,939,170-1601,HATILLO,PR,659,S,N,71500,0,0,0
Javan,Jankowitz,903,119-1587,BEAUMONT,TX,77710,S,Y,96500,0,0,0
Amanda,Varvel,918,141-1650,TONKAWA,OK,74653,M,N,76000,6.25,0,0
Renate,Sundareshan,952,195-1915,YOUNG AMERICA,MN,55564,S,Y,43000,6.5501065,3300,3300
Steffan,Keen,509,151-1356,MCCHORD AFB,WA,98438,M,Y,22000,0,0,0
Natasa,Myllymaki,574,121-1500,NORTH MANCHESTER,IN,46962,S,Y,61500,3.4,1000,1000
Kim,Kaka,214,142-1035,AMARILLO-typoHARTMAN,TX-typoMI,79120,M,N,76000,0,0,0
Kelly,Wellman,505,154-1416,LA PLATA-typoNORTH FORT MYERS,IA,87418,M,Y,25500,5.3,0,3300
Bojana,MacRobert,502,106-1842,MAJESTIC-typoNORTH FORT MYERS,KY-typoWV,41547,M,Y,52000,4.7222223,0,20
Carlton,Hertzum,580,170-1947,CLAREMORE,OK,74018,M,Y,42500,6.25,0,1000
Sven,Kopanas,412,156-1550,PENN,PA,15675,S,Y,53000,3.07,0,0
Madhavan,Merey,407,124-1553,GREENVILLE,FL,32331,S,N,25000,0,0,0
Sukyoung,Schrott,401,102-2071,MIDDLETOWN,RI,2842,S,N,42000,0,0,0
Debashis,Pitt,703,118-1576,NORTH FORT MYERS,IA,22182,S,Y,9000,3.607143,900,900
Jussi,Mynatt,308,108-1785,NORTH FORT MYERS,CT,68401,M,Y,92000,6.84,0,103
LiWu,Prieur,540,110-1484,PUNGOTEAGUE,VA,23422,S,Y,33500,5.75,900,900
Adina,Ranon,405,106-1977,SHAMROCK,OK,74068,M,Y,50000,6.25,0,1000
Chinhyun,Balboni,308,123-2032,ORCHARD,NE,68764,M,Y,47000,6.84,0,103
Athena,Iino,330,139-1009,BALTIMORE,OH,43105,M,N,9000,0.8447795,0,0
Bonnie,Dippoldsmann,620,131-1254,DELIA,KS,66418,M,Y,86500,6.45,0,2250
WonGye,Gewali,270,163-1571,PARIS-typoALMONT,KY-typoIA,40361,M,Y,9000,2.3333333,0,20
Wladslaw,Baratchart,202,150-1665,WASHINGTON,DC,20453,M,Y,32500,9,0,1370
Tzonelih,Woest,208,182-2067,MONTEVIEW,ID,83435,S,Y,10000,4.109693,3300,3300
Amani,Bain,770,196-1845,BUTLER,GA,31006,M,Y,53500,6,0,3000
Tiago,Topaloglou,304,195-1682,CHARLES TOWN,WV,25414,M,Y,52000,5.9399996,0,2000
Atushi,Printista,907,137-1729,FORT YUKON,AK,99740,M,Y,84500,0,0,0
Shensheng,Smallwood,207,174-1579,MECHANIC FALLS,ME,4256,M,N,3000,2,0,0
Leonor,Redmiles,330,199-1244,MONCLOVA,OH,43542,S,N,23500,1.3261051,1300,0
Kayhan,Pelayo,620,186-1134,MATFIELD GREEN,KS,66862,M,Y,78000,6.45,0,2250
Shahar,Reutov,936,144-1777,ROBERT LEE,TX,76945,M,N,26500,0,0,0
Mien,Schallart,207,168-1833,KINGMAN,ME,4451,M,Y,55000,8.5,0,2850
Xianzhi,Tahe,939,171-1285,ALMONT,WV,919,M,Y,15000,0,0,0
Mahmut,Pettit,508,176-2039,AMHERST,MA,1002,S,N,11500,5.3,3575,0
Gunnvald,Trosch,310,169-1153,PLEASANTON,CA,94588,M,N,93000,9.3,0,0
Aliasghar,Paradis,856,118-1136,CLOSTER,NJ,7624,S,N,93000,2.551271,1000,0
Emden,Haldar,401,158-1228,PROVIDENCE,RI,2908,M,N,87000,0,0,0
Arif,Fargier,617,113-1963,DIGHTON,MA,2715,S,Y,82500,5.3,3575,1000
Lilian,Scherr,401,110-1027,EXETER,RI,2822,M,Y,84000,0,0,0
Shohji,Moshkov,405,112-1269,ALMONT,GA,74640,S,Y,16000,6.25,1000,1000
Jorge,Zheng,701,119-1879,WHITE EARTH,ND,58794,S,N,82500,2.7120707,3300,0
Sonata,Lipson,406,167-1854,HELENA,MT,59602,S,Y,21500,6.9,1900,1900
Otomar,Nagavamsi,505,138-1703,ALBUQUERQUE,NM,87122,S,Y,73000,5.3,3300,3300
Anshul,Gerard,918,152-1992,DAVIS,OK,73039,M,N,49000,6.25,0,0
Veroniek,Deffuant,530,139-2007,BISHOP,CA,93515,M,N,15500,3.1674244,0,0
Wenchang,Benassi,775,102-1149,BLUE DIAMOND,NV,89004,M,N,75500,0,0,0
Meiliu,Hacid,208,122-1488,POCATELLO,ID,83202,M,Y,31500,7.8,0,3300
Mirsad,Tolga,563,112-1576,WHITTEMORE-typoHARTMAN,IA-typoWV,50598,S,Y,16000,2.634141,40,40
Debanjan,Potorti,703,148-1687,MAIDENS,VA,23102,S,Y,59500,5.75,900,900
Fulong,Martucci,302,170-1777,KENTON,DE,19955,M,Y,35000,4.245455,0,110
Bodhisattwa,Michaylov,815,189-1097,ROBBINS,IL,60472,S,N,99000,3,2000,0
Tyko,Dinsenmeyer,316,139-1241,ANDOVER,KS,67002,M,N,52000,6.45,0,0
Hae,Miyachi,712,194-1791,CEDAR RAPIDS,IA,52409,S,Y,76000,8.98,40,40
Edmundo,Bateman,402,107-1553,NORTH LOUP,NE,68859,M,N,27000,6.84,0,0
Waheed,Minio,804,180-2086,BRIDGEWATER,VA,22812,M,N,97500,5.75,0,0
Niamh,Morrin,985,132-1347,YOUNGSVILLE,LA,70592,S,Y,41000,6,4500,1000
Hantao,Delzanno,567,177-1795,SHELBY,OH,44875,M,Y,11000,0.91116923,0,1300
Lotte,Gramlich,801,120-1782,EAGLE MOUNTAIN,UT,84005,M,N,67000,7,0,0
Heide,Metallidou,808,131-1154,KIHEI,HI,96753,S,Y,88500,8.25,1040,1040
Surendranath,Tomov,319,155-2038,MYSTIC,IA,52574,M,N,49000,7.728613,0,0
Pierluigi,Lubiw,419,107-1939,LA VETA,OH-typoNV,43137,M,Y,74000,3.0024462,0,1300
Nabuo,Hardaway,802,158-1426,TOPSHAM,VT,5076,S,Y,46500,3.9302647,3300,3300
Elpida,Tahar,507,185-1931,CLEMENTS,MN,56224,M,Y,67000,7.8307896,0,3300
Charlene,Kuszyk,435,121-1338,SALT LAKE CITY,UT,84116,S,Y,89000,7,2475,2475
Guardian,Uemura,208,139-1310,LAPWAI,ID,83540,S,N,35000,7.8,3300,0
Susann,Abadi,262,143-1195,MADISON,WI,53791,M,Y,91000,6.0275416,0,400
Mathematics,Yanike,501,165-1032,JONES MILL,AR,72105,M,N,23000,5.6853113,0,0
Calum,Goodburn,701,106-1231,PARSHALL-typoLA VETA,WV,58770,M,Y,16500,2.1,0,3300
Stepehn,Benaloh,202,129-1856,WASHINGTON,DC,20215,S,N,63500,9,1370,0
Mien,Nauman,817,177-1300,CROSBY,TX,77532,S,Y,50000,0,0,0
Shiou,Waern,516,179-1383,MANNSVILLE,NY,13661,S,Y,37500,4.170884,0,1000
Chaitali,Sidhu,307,181-1034,MILLS-typoALMONT,WV,82644,M,N,95000,0,0,0
Zhiyuan,Myers,907,183-1873,TANACROSS,AK,99776,M,Y,43500,0,0,0
Cormac,Hoidn,651,192-1427,DULUTH,MN,55810,M,Y,64500,7.6973853,0,3300
Waldir,Zweizig,623,150-1936,PRESCOTT,AZ,86301,S,N,32000,3.211,2100,0
Rand,Iwaihara,316,109-2008,HUTCHINSON,KS,67502,M,N,18000,4.09,0,0
Alassane,Guting,878,107-1309,MANSFIELD,PA,16933,M,N,86000,3.07,0,0
Aniorte,Dosser,603,122-1995,HILLSBOROUGH,NH,3244,S,N,84500,0,0,0
Xinhua,Bergamini,516,102-1036,MADISON LAKE,MI,13116,M,Y,63500,4.321494,0,1000
Xianfeng,Muldowney,503,141-1223,DIAMOND-typoALMONT,OR-typoIA,97722,M,Y,82000,9,0,159
Nagui,Renner,651,109-1405,GREY EAGLE,MN,56336,M,Y,49000,6.8702774,0,3300
Irfan,Mezyk,202,100-1970,WASHINGTON,DC,20470,M,Y,96500,9,0,1370
Kamar,Prieditis,660,121-1901,KANSAS CITY-typoALMONT,MO-typoMI,64101,M,Y,6500,4.59375,0,1200
Basilio,Fraysse,939,155-1541,MAYAGUEZ,PR,680,S,Y,53500,0,0,0
Ranjan,Jussien,405,113-2018,FRANCIS,OK,74844,M,N,23000,6.25,0,0
Jasminko,Monderer,216,193-1153,NEVILLE,OH,45156,M,N,52000,2.272159,0,0
Mikiko,Oppenheim,307,179-2064,BEDFORD,WY,83112,M,Y,4000,0,0,0
Abigail,Legge,916,161-1912,ESCONDIDO,CA,92030,S,Y,71500,9.3,87,272
Bodhi,Chandna,207,119-1330,ALMONT,GA,4984,M,N,87500,8.5,0,0
Collin,Gupta,603,197-1453,ANTRIM,NH,3440,S,Y,67500,0,0,0
Esma,Mandelkern,939,136-1410,VIEQUES,PR,765,S,Y,48500,0,0,0
Masashi,Giard,717,182-1820,ALMONT,PA-typoMI,18256,M,Y,80000,3.07,0,0
Syuji,Kadin,608,148-1729,MADISON LAKE,CT,54422,M,N,3500,4.6,0,0
Mohamed,Duparc,702,177-1687,LAS VEGAS,NV,89128,S,Y,46500,0,0,0
Hakjong,Brodal,802,125-1375,WEST PAWLET,VT,5775,S,Y,500,3.6,3300,3300
Fermin,Romeuf,417,141-1375,RUSHVILLE,MO,64484,M,Y,5000,3.75,0,1200
Yanxi,Forti,907,131-1160,HOUSTON,AK,99694,M,N,68000,0,0,0
Emin,Boese,859,137-1233,LEXINGTON,KY,40546,M,N,91000,6,0,0
Latanya,Nojiri,301,164-1932,CENTREVILLE,MD,21617,M,N,94500,4.75,0,0
Nikola,Berg,208,144-1751,CAREY,ID,83320,M,Y,43500,7.8,0,3300
Lama,Pineo,910,113-1397,BLADENBORO,NC,28320,M,Y,91000,7.641608,0,3300
Toyohide,Callen,402,115-1719,THURSTON,NE,68062,M,Y,67000,6.84,0,103
Simonas,Grams,206,152-1453,YACOLT,WA,98675,S,N,79500,0,0,0
Gianluca,Woit,605,196-1460,YANKTON,SD,57079,M,Y,27000,0,0,0
Shawna,Ahlsen,802,162-1781,PROCTOR,VT,5765,M,Y,43000,3.8606305,0,3300
Lorna,Gimarc,802,125-1856,EAST HARDWICK,VT,5836,S,Y,73500,4.467442,3300,3300
Hagi,Mittelstras,678,179-2017,COBB,GA,31735,S,N,94000,6,2700,0
Amitavo,Griwodz,701,124-1516,CRYSTAL,ND,58222,S,N,98500,2.8975468,3300,0
Nobuhiro,Westby,972,170-1166,BEAUMONT,TX,77703,S,Y,50500,0,0,0
Nenna,Richter,859,112-1777,DRAKESBORO,KY,42337,M,N,7000,2.2222223,0,0
Hongen,Guiu,435,132-1488,WALLSBURG,UT,84082,S,Y,42500,7,2475,2475
Mikito,Schultes,740,115-2079,CANTON,OH,44707,S,Y,54000,2.3385487,1300,1300
Vitaly,Muhling,314,111-1667,SAINT LOUIS,MO,63164,S,N,88000,6,2100,0
Aggis,Ersan,802,197-1742,WEST HARTFORD,VT,5084,S,N,64500,4.288383,3300,0
Fatimah,Heidenreich,787,118-2026,SAN JUAN,PR,923,M,Y,20500,0,0,0
Sinikka,Nikovski,801,125-1199,VERNAL,UT,84078,S,Y,43500,7,2475,2475
Kiyohito,Berrebi,862,142-1124,GLASSER,NJ,7837,S,N,94000,2.5670416,1000,0
Williams,Lanfear,734,130-1971,HANCOCK,MI,49930,M,N,93500,3.9,0,0
Doyle,Giroux,256,111-1508,SATSUMA,AL,36572,S,Y,81000,5,1500,300
Rabab,Uthaisombut,304,185-1403,CLARKSBURG,WV,26301,M,N,5500,3,0,0
Geof,Nassor,603,162-1017,SOUTH SUTTON,NH,3273,S,N,76500,0,0,0
Ryszard,Nayani,304,143-1254,MILL CREEK,WV,26280,M,Y,97000,6.5,0,2000
Poorani,Craske,248,124-1201,MOUNT PLEASANT,MI,48858,S,Y,94500,3.9,3100,3100
Shiyi,Galyean,505,122-1179,SANTA FE,NM,87505,S,N,16500,5.3,3300,0
Poorani,Losch,802,192-1524,JAMAICA,VT,5343,S,Y,46000,3.920317,3300,3300
Nhon,Poor,641,114-1096,AURELIA,IA,51005,M,Y,16500,2.7113304,0,40
Amanda,Faustini,505,118-1140,SAN JOSE,NM,87565,M,N,87500,5.3,0,0
Raffi,Stessman,720,194-1971,GRAND JUNCTION,CO,81506,S,N,91000,4.63,0,0
Moto,Matuschka,973,168-1443,RIVERSIDE-typoNORTH FORT MYERS,NJ-typoGA,8075,M,Y,29500,1.5498229,0,1500
Eileen,Lewandowski,734,103-1128,RAPID CITY,MI,49676,S,N,31500,3.9,3100,0
Gregoris,Hammerle,571,173-1542,MERRIFIELD,VA,22082,M,Y,71000,5.75,0,900
Werner,Ierardi,585,117-1444,BALDWIN PLACE,NY,10505,M,N,31000,4.1332316,0,0
Paulo,Kinouchi,302,125-1022,HARBESON,DE,19951,M,N,14500,2.8477273,0,0
LuoQuan,Kinnaert,318,112-1038,BATON ROUGE,LA,70813,S,Y,33500,6,4500,1000
Michita,Scaife,734,148-1422,LANSING,MI,48933,M,N,38000,3.9,0,0
Jawad,Scheen,808,105-1280,M C B H KANEOHE BAY,HI,96863,S,N,42000,8.25,1040,0
Avner,Charland,228,131-1732,BLUE SPRINGS,MS,38828,M,N,100000,5,0,0
Umpei,Wenger,802,125-2067,GREENSBORO BEND,VT,5842,M,Y,500,3.6,0,3300
Baocai,Geibel,786,164-1683,LAKE CITY,FL,32025,M,Y,22000,0,0,0
Kauko,Hofman,224,113-1163,CHANNAHON,IL,60410,S,N,12000,3,2000,0
Hilari,Givens,203,195-1819,OXFORD,CT,6478,S,Y,19500,5,12750,0
Reihaneh,Nanayakkara,918,103-1988,GOLDEN,OK,74737,M,Y,85500,6.25,0,1000
Paris,Huxford,802,158-1315,MADISON LAKE,VT-typoMI,5857,S,N,43500,3.8705783,3300,0
Xunwei,Grad,435,181-1186,SALT LAKE CITY,UT,84112,S,Y,70500,7,2475,2475
Cesar,Rijsenbrij,701,140-1848,VELVA,ND,58790,M,N,57500,2.4222646,0,0
Deepa,Dicks,229,160-1308,KINGS BAY,GA,31547,S,N,29000,6,2700,0
Isdor,Nojiri,870,134-1196,SPRINGDALE,AR,72765,M,N,66000,7,0,0
Sibyl,Viveros,601,143-1518,HOUSTON,MS,38851,M,N,70000,5,0,0
Changsik,Blom,936,131-1304,LOUISE,TX,77455,M,N,4500,0,0,0
Natalia,Tsujishita,608,180-2034,HOULTON,WI,54082,M,N,65000,5.575788,0,0
Edel,Mojana,208,114-1483,PICABO,ID,83348,M,N,98000,7.8,0,0
Yookun,Vahdat,337,148-1818,MORA,LA,71455,S,N,35500,6,4500,0
Cecilia,Sommen,606,184-1009,HITCHINS,KY,41146,S,N,3500,2.0277777,20,0
CPT,Grit,702,125-1867,HENDERSON,NV,89009,M,Y,31500,0,0,0
Shamkant,Hodes,541,140-1494,MADISON LAKE,NV,97311,M,Y,28500,9,0,159
Domen,Kell,978,175-1551,HYANNIS PORT,MA,2647,M,Y,61000,5.3,0,1000
Ville,Seguel,304,174-1393,SOPHIA,WV,25921,S,Y,59000,6.4300003,2000,2000
Chuzo,Mazzocca,253,119-2026,PASCO-typoNORTH FORT MYERS,MI,99301,M,Y,44500,0,0,0
Marisela,Ulmer,307,179-1386,KAYCEE,WY,82639,M,N,46500,0,0,0
